fixture_id,league_code,match_date,player_id,player_name,team_id,team_name,minutes,position,shirt_number,rating,captain,substitute,goals_scored,goals_conceded,assists,saves,shots_total,shots_on_target,passes_total,passes_key,passes_accuracy,tackles_total,blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,yellow_cards,red_cards,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,offsides
1212910,SPA1,2024-08-19,169295,Karl Hein,720,Valladolid,90.0,G,13,7.5,False,False,,0,0.0,2.0,,,31.0,,17,,,,,,,,,,,0,0,,,0,0,0.0,
1212910,SPA1,2024-08-19,47078,Luis Pérez,720,Valladolid,90.0,D,2,7.9,False,False,,0,0.0,,,,42.0,2.0,36,1.0,,2.0,10.0,6.0,3.0,3.0,,1.0,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,740,Javi Sánchez,720,Valladolid,62.0,D,5,7,True,False,,0,0.0,,,,40.0,1.0,37,,,,7.0,3.0,,,,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,279822,Flavien Boyomo,720,Valladolid,90.0,D,6,6.9,False,False,,0,0.0,,,,56.0,,53,,,1.0,3.0,,,,,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,56283,Lucas Rosa,720,Valladolid,90.0,D,22,7,False,False,,0,0.0,,,,34.0,1.0,26,1.0,1.0,,6.0,1.0,,,,,3.0,1,0,,,0,0,,
1212910,SPA1,2024-08-19,104793,Amath Ndiaye,720,Valladolid,70.0,M,19,7.5,False,False,,0,1.0,,1.0,,20.0,3.0,16,,,,4.0,3.0,2.0,2.0,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,107153,Kike Pérez,720,Valladolid,82.0,M,8,7.2,False,False,,0,0.0,,,,43.0,1.0,40,2.0,,2.0,14.0,7.0,3.0,1.0,1.0,4.0,2.0,0,0,,,0,0,,1.0
1212910,SPA1,2024-08-19,48372,Eray Cömert,720,Valladolid,82.0,M,15,6.6,False,False,,0,0.0,,2.0,,29.0,,21,2.0,1.0,,5.0,4.0,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,8587,Selim Amallah,720,Valladolid,69.0,M,21,7.3,False,False,,0,0.0,,1.0,,22.0,,19,1.0,,1.0,9.0,4.0,2.0,2.0,,1.0,2.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,264470,Raúl Moro,720,Valladolid,90.0,M,11,7.7,False,False,1.0,0,0.0,,1.0,1.0,27.0,2.0,18,,,,11.0,5.0,8.0,5.0,,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,8518,Mamadou Sylla,720,Valladolid,90.0,F,7,6.5,False,False,,0,0.0,,2.0,,12.0,1.0,8,,,,6.0,1.0,,,,,1.0,0,0,,,0,0,,4.0
1212910,SPA1,2024-08-19,14341,Stanko Jurić,720,Valladolid,28.0,M,20,6.7,False,True,,0,0.0,,,,17.0,,15,,1.0,,2.0,,,,1.0,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,46979,Iván Sánchez,720,Valladolid,20.0,M,10,6.6,False,True,,0,0.0,,,,2.0,,2,1.0,,2.0,4.0,2.0,,,,1.0,2.0,1,0,,,0,0,,
1212910,SPA1,2024-08-19,181463,Víctor Meseguer,720,Valladolid,21.0,M,4,6.6,False,True,,0,0.0,,,,7.0,,7,1.0,,,3.0,2.0,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,298064,David Torres,720,Valladolid,8.0,D,3,6.7,False,True,,0,0.0,,,,2.0,,1,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,331004,Ivan Cantalejo,720,Valladolid,8.0,M,28,6.3,False,True,,0,0.0,,,,3.0,,3,,,,1.0,,,,,,,0,0,,,0,0,,1.0
1212910,SPA1,2024-08-19,329725,Arnau Rafús,720,Valladolid,,G,26,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,332304,Raúl Chasco,720,Valladolid,,M,30,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,361386,Koke,720,Valladolid,,D,32,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,2459,Darwin Machís,720,Valladolid,,F,18,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,46919,César de la Hoz,720,Valladolid,,M,16,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,122233,Marcos André,720,Valladolid,,F,9,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,292219,Stipe Biuk,720,Valladolid,,F,17,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,182718,Joan García,540,Espanyol,90.0,G,1,6.5,False,False,,1,0.0,,,,28.0,,22,,,,,,,,,,,0,0,,,0,0,0.0,
1212910,SPA1,2024-08-19,46709,Álvaro Tejero,540,Espanyol,70.0,D,12,6.9,False,False,,0,0.0,,1.0,,25.0,2.0,18,,,,3.0,2.0,,,1.0,1.0,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,286601,Omar El Hilali,540,Espanyol,90.0,D,23,6.7,False,False,,0,0.0,,,,44.0,,38,2.0,1.0,,7.0,3.0,,,3.0,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,2042,Sergi Gómez,540,Espanyol,90.0,D,3,7.3,True,False,,0,0.0,,1.0,1.0,72.0,,66,,2.0,1.0,4.0,2.0,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,47249,Leandro Cabrera,540,Espanyol,90.0,D,6,7.2,False,False,,0,0.0,,,,87.0,1.0,66,,1.0,2.0,8.0,6.0,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,184420,Carlos Romero,540,Espanyol,90.0,D,22,6.5,False,False,,0,0.0,,,,41.0,1.0,32,1.0,,,6.0,1.0,,,2.0,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,47398,Pere Milla,540,Espanyol,57.0,M,11,6.2,False,False,,0,0.0,,,,18.0,1.0,12,,,,6.0,2.0,,,3.0,2.0,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,67940,José Gragera,540,Espanyol,78.0,M,15,6.5,False,False,,0,0.0,,,,47.0,,42,3.0,,1.0,12.0,5.0,1.0,,2.0,,3.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,127426,Pol Lozano,540,Espanyol,57.0,M,10,6.3,False,False,,0,0.0,,,,28.0,,24,1.0,,,4.0,1.0,,,,,1.0,0,0,,,0,0,,
1212910,SPA1,2024-08-19,311344,Alejo Véliz,540,Espanyol,70.0,F,9,7.3,False,False,,0,0.0,,1.0,1.0,15.0,,9,1.0,1.0,1.0,10.0,8.0,1.0,1.0,,2.0,,0,0,,,0,0,,1.0
1212910,SPA1,2024-08-19,47349,Javi Puado,540,Espanyol,90.0,F,7,6.9,False,False,,0,0.0,,3.0,,26.0,,22,,,,6.0,4.0,1.0,,,2.0,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,1234,Alex Král,540,Espanyol,33.0,M,20,6.9,False,True,,0,0.0,,,,20.0,,16,2.0,,,3.0,3.0,,,,1.0,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,8683,Irvin Cardona,540,Espanyol,33.0,F,24,6.7,False,True,,0,0.0,,1.0,,8.0,,6,,,,4.0,1.0,,,2.0,1.0,1.0,1,0,,,0,0,,
1212910,SPA1,2024-08-19,182674,Jofre Carreras,540,Espanyol,20.0,F,17,7.3,False,True,,0,0.0,,,,7.0,1.0,6,1.0,,,5.0,5.0,1.0,1.0,,3.0,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,297742,Antoniu Roca,540,Espanyol,20.0,F,31,6.6,False,True,,0,0.0,,,,4.0,1.0,3,,,1.0,6.0,3.0,,,,3.0,2.0,1,0,,,0,0,,
1212910,SPA1,2024-08-19,47195,Álvaro Aguado,540,Espanyol,12.0,M,18,7,False,True,,0,0.0,,,,9.0,1.0,8,1.0,,,1.0,1.0,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,47352,Fernando Pacheco,540,Espanyol,,G,13,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,182735,Angel Fortuno,540,Espanyol,,G,33,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
1212910,SPA1,2024-08-19,46764,Brian Oliván,540,Espanyol,,D,14,,False,True,,0,,,,,,,,,,,,,,,,,,0,0,,,0,0,,
