fixture_id,date,timestamp,referee,venue_name,venue_city,status_long,status_short,league_id,league_name,season,round,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,home_goals_halftime,away_goals_halftime,home_goals_fulltime,away_goals_fulltime,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_inside_box,home_shots_outside_box,home_fouls,home_corner_kicks,home_offsides,home_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes_percentage,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_inside_box,away_shots_outside_box,away_fouls,away_corner_kicks,away_offsides,away_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes_percentage
1215874,2024-08-23,1724439600,S. Hooper,Hillsborough,Sheffield,Match Finished,FT,40,Championship,2024,Regular Season - 3,74,Sheffield Wednesday,63,Leeds,0.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,8.0,2.0,5.0,3.0,14.0,3.0,3.0,31.0,2.0,,3.0,285.0,218.0,76.0,5.0,4.0,13.0,4.0,8.0,5.0,10.0,2.0,1.0,69.0,3.0,,2.0,673.0,598.0,89.0
1215872,2024-08-24,1724508000,D. Whitestone,Deepdale,Preston,Match Finished,FT,40,Championship,2024,Regular Season - 3,59,Preston,1359,Luton,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,6.0,2.0,4.0,2.0,16.0,2.0,1.0,42.0,6.0,,4.0,323.0,230.0,71.0,4.0,7.0,17.0,6.0,13.0,4.0,10.0,13.0,1.0,58.0,1.0,,1.0,415.0,327.0,79.0
1215869,2024-08-24,1724499000,D. Webb,The MKM Stadium,Hull,Match Finished,FT,40,Championship,2024,Regular Season - 3,64,Hull City,58,Millwall,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,14.0,3.0,8.0,6.0,11.0,5.0,1.0,68.0,2.0,,5.0,509.0,447.0,88.0,5.0,6.0,13.0,2.0,12.0,1.0,15.0,7.0,1.0,32.0,2.0,,4.0,239.0,164.0,69.0
1215868,2024-08-24,1724499000,A. Kitchen,Ashton Gate Stadium,Bristol,Match Finished,FT,40,Championship,2024,Regular Season - 3,56,Bristol City,1346,Coventry,1.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0,12.0,3.0,7.0,5.0,8.0,8.0,3.0,50.0,2.0,,,454.0,349.0,77.0,1.0,5.0,8.0,2.0,4.0,4.0,16.0,2.0,,50.0,4.0,,6.0,459.0,361.0,79.0
1215878,2024-08-24,1724508000,G. Eltringham,Vicarage Road,Watford,Match Finished,FT,40,Championship,2024,Regular Season - 3,38,Watford,69,Derby,2.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,12.0,3.0,6.0,6.0,10.0,4.0,,65.0,2.0,,2.0,616.0,534.0,87.0,3.0,3.0,8.0,2.0,7.0,1.0,11.0,2.0,1.0,35.0,3.0,,1.0,318.0,236.0,74.0
1215873,2024-08-24,1724499000,G. Ward,MATRADE Loftus Road,London,Match Finished,FT,40,Championship,2024,Regular Season - 3,72,QPR,1357,Plymouth,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,30.0,10.0,26.0,4.0,10.0,11.0,3.0,55.0,2.0,,,385.0,315.0,82.0,1.0,2.0,6.0,3.0,2.0,4.0,14.0,1.0,1.0,45.0,5.0,2.0,9.0,339.0,267.0,79.0
1215867,2024-08-24,1724508000,L. Smith,Ewood Park,"Blackburn, Lancashire",Match Finished,FT,40,Championship,2024,Regular Season - 3,67,Blackburn,1338,Oxford United,2.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,18.0,8.0,13.0,5.0,14.0,7.0,3.0,47.0,2.0,,2.0,441.0,346.0,78.0,3.0,5.0,12.0,4.0,7.0,5.0,8.0,5.0,,53.0,1.0,,2.0,509.0,416.0,82.0
1215871,2024-08-24,1724508000,J. Smith,Carrow Road,"Norwich, Norfolk",Match Finished,FT,40,Championship,2024,Regular Season - 3,71,Norwich,62,Sheffield Utd,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,1.0,4.0,3.0,14.0,1.0,1.0,55.0,5.0,,3.0,572.0,499.0,87.0,4.0,4.0,12.0,4.0,6.0,6.0,7.0,5.0,1.0,45.0,2.0,,4.0,456.0,385.0,84.0
1215875,2024-08-24,1724508000,J. Bell,bet365 Stadium,"Stoke-on-Trent, Staffordshire",Match Finished,FT,40,Championship,2024,Regular Season - 3,75,Stoke City,60,West Brom,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,7.0,,4.0,3.0,12.0,2.0,2.0,49.0,2.0,,1.0,454.0,383.0,84.0,5.0,3.0,8.0,,7.0,1.0,11.0,5.0,3.0,51.0,3.0,,1.0,487.0,395.0,81.0
1215876,2024-08-24,1724508000,S. Martin,Stadium of Light,Sunderland,Match Finished,FT,40,Championship,2024,Regular Season - 3,746,Sunderland,44,Burnley,1.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,14.0,5.0,10.0,4.0,13.0,3.0,1.0,41.0,4.0,1.0,1.0,375.0,299.0,80.0,1.0,2.0,4.0,1.0,2.0,2.0,19.0,1.0,2.0,59.0,3.0,,2.0,546.0,474.0,87.0
